Index,TotalGain,LNA,TIA,PGA,ATTN,LNA1,LNA2,EVM_PCT,EVM_SNR
0,3,0,0,-12,-18,33,0,2.0,15.0
1,4,0,0,-11,-18,33,0,2.0,15.0
2,5,0,0,-10,-18,33,0,1.6666666666666667,16.333333333333332
3,6,0,0,-9,-18,33,0,1.3333333333333333,17.0
4,7,0,0,-8,-18,33,0,1.0,17.666666666666668
5,8,0,0,-7,-18,33,0,1.0,17.666666666666668
6,9,0,0,-6,-18,33,0,1.0,18.666666666666668
7,10,0,0,-5,-18,33,0,1.0,19.0
8,11,0,0,-4,-18,33,0,-332.6666666666667,-320.0
9,12,0,0,-3,-18,33,0,0.6666666666666666,19.0
10,13,0,0,-2,-18,33,0,0.6666666666666666,19.333333333333332
11,14,0,0,-1,-18,33,0,0.3333333333333333,20.0
12,15,0,0,0,-18,33,0,0.3333333333333333,19.666666666666668
13,16,0,0,1,-18,33,0,0.0,20.666666666666668
14,17,0,0,2,-18,33,0,0.0,21.0
15,18,0,0,3,-18,33,0,0.0,20.333333333333332
16,19,0,0,4,-18,33,0,0.0,20.666666666666668
17,20,0,0,5,-18,33,0,0.0,21.0
18,21,0,0,6,-18,33,0,0.0,21.666666666666668
19,22,0,0,7,-18,33,0,0.0,21.333333333333332
20,23,0,0,8,-18,33,0,-333.0,-318.6666666666667
21,24,0,0,9,-18,33,0,0.0,21.0
22,25,0,0,10,-18,33,0,0.0,21.333333333333332
23,26,0,0,11,-18,33,0,0.0,20.666666666666668
24,27,0,0,12,-18,33,0,0.0,21.333333333333332
25,28,0,0,13,-18,33,0,-333.0,-318.6666666666667
26,29,0,0,14,-18,33,0,0.3333333333333333,20.333333333333332
27,30,0,0,15,-18,33,0,0.0,21.0
28,31,0,0,16,-18,33,0,0.3333333333333333,20.0
29,32,0,0,17,-18,33,0,0.3333333333333333,20.0
30,33,0,0,18,-18,33,0,0.0,21.0
31,34,0,0,19,-18,33,0,0.0,20.333333333333332
32,12,0,9,-12,-18,33,0,1.3333333333333333,17.0
33,13,0,9,-11,-18,33,0,1.0,18.333333333333332
34,14,0,9,-10,-18,33,0,1.0,18.0
35,15,0,9,-9,-18,33,0,1.0,18.666666666666668
36,16,0,9,-8,-18,33,0,1.0,18.333333333333332
37,17,0,9,-7,-18,33,0,1.0,18.666666666666668
38,18,0,9,-6,-18,33,0,0.0,20.0
39,19,0,9,-5,-18,33,0,0.0,20.333333333333332
40,20,0,9,-4,-18,33,0,0.0,20.333333333333332
41,21,0,9,-3,-18,33,0,0.0,21.0
42,22,0,9,-2,-18,33,0,0.0,20.666666666666668
43,23,0,9,-1,-18,33,0,0.0,21.0
44,24,0,9,0,-18,33,0,0.6666666666666666,19.333333333333332
45,25,0,9,1,-18,33,0,0.6666666666666666,19.0
46,26,0,9,2,-18,33,0,0.0,21.333333333333332
47,27,0,9,3,-18,33,0,0.0,21.666666666666668
48,28,0,9,4,-18,33,0,0.0,21.0
49,29,0,9,5,-18,33,0,-333.0,-319.0
50,30,0,9,6,-18,33,0,0.0,21.333333333333332
51,31,0,9,7,-18,33,0,0.0,21.333333333333332
52,32,0,9,8,-18,33,0,0.0,21.333333333333332
53,33,0,9,9,-18,33,0,0.0,20.0
54,34,0,9,10,-18,33,0,0.0,21.0
55,35,0,9,11,-18,33,0,0.0,21.666666666666668
56,36,0,9,12,-18,33,0,0.0,21.0
57,37,0,9,13,-18,33,0,0.0,21.333333333333332
58,38,0,9,14,-18,33,0,0.0,21.0
59,39,0,9,15,-18,33,0,0.3333333333333333,20.666666666666668
60,40,0,9,16,-18,33,0,0.0,21.0
61,41,0,9,17,-18,33,0,0.3333333333333333,21.0
62,42,0,9,18,-18,33,0,0.0,21.666666666666668
63,43,0,9,19,-18,33,0,0.0,21.0
64,15,0,12,-12,-18,33,0,1.0,18.666666666666668
65,16,0,12,-11,-18,33,0,1.0,19.0
66,17,0,12,-10,-18,33,0,1.0,18.333333333333332
67,18,0,12,-9,-18,33,0,0.0,20.333333333333332
68,19,0,12,-8,-18,33,0,0.0,20.0
69,20,0,12,-7,-18,33,0,0.0,21.0
70,21,0,12,-6,-18,33,0,0.3333333333333333,20.0
71,22,0,12,-5,-18,33,0,0.3333333333333333,20.0
72,23,0,12,-4,-18,33,0,0.0,21.0
73,24,0,12,-3,-18,33,0,0.6666666666666666,19.666666666666668
74,25,0,12,-2,-18,33,0,0.0,21.0
75,26,0,12,-1,-18,33,0,0.3333333333333333,20.0
76,27,0,12,0,-18,33,0,0.0,21.666666666666668
77,28,0,12,1,-18,33,0,0.0,21.333333333333332
78,29,0,12,2,-18,33,0,0.0,21.333333333333332
79,30,0,12,3,-18,33,0,0.0,21.333333333333332
80,31,0,12,4,-18,33,0,0.0,20.333333333333332
81,32,0,12,5,-18,33,0,0.0,22.0
82,33,0,12,6,-18,33,0,0.0,21.0
83,34,0,12,7,-18,33,0,0.0,21.333333333333332
84,35,0,12,8,-18,33,0,0.0,22.666666666666668
85,36,0,12,9,-18,33,0,0.0,22.0
86,37,0,12,10,-18,33,0,0.3333333333333333,20.666666666666668
87,38,0,12,11,-18,33,0,0.0,21.666666666666668
88,39,0,12,12,-18,33,0,0.0,21.666666666666668
89,40,0,12,13,-18,33,0,0.0,22.0
90,41,0,12,14,-18,33,0,0.0,22.0
91,42,0,12,15,-18,33,0,0.0,20.666666666666668
92,43,0,12,16,-18,33,0,0.0,22.0
93,44,0,12,17,-18,33,0,0.3333333333333333,20.333333333333332
94,45,0,12,18,-18,33,0,0.0,22.0
95,46,0,12,19,-18,33,0,0.0,21.666666666666668
96,6,3,0,-12,-18,33,0,1.0,17.0
97,7,3,0,-11,-18,33,0,1.0,18.0
98,8,3,0,-10,-18,33,0,1.0,19.0
99,9,3,0,-9,-18,33,0,1.0,19.0
100,10,3,0,-8,-18,33,0,1.0,19.0
101,11,3,0,-7,-18,33,0,0.6666666666666666,19.333333333333332
102,12,3,0,-6,-18,33,0,0.0,20.0
103,13,3,0,-5,-18,33,0,0.6666666666666666,19.0
