Index,TotalGain,LNA,TIA,PGA,ATTN,LNA1,LNA2,EVM_PCT,EVM_SNR
0,3,0,0,-12,-18,33,0,17.0,7.0
1,4,0,0,-11,-18,33,0,15.333333333333334,7.666666666666667
2,5,0,0,-10,-18,33,0,12.666666666666666,8.333333333333334
3,6,0,0,-9,-18,33,0,10.333333333333334,9.333333333333334
4,7,0,0,-8,-18,33,0,8.333333333333334,10.333333333333334
5,8,0,0,-7,-18,33,0,6.0,11.0
6,9,0,0,-6,-18,33,0,-329.3333333333333,-325.0
7,10,0,0,-5,-18,33,0,4.666666666666667,12.333333333333334
8,11,0,0,-4,-18,33,0,-330.3333333333333,-324.3333333333333
9,12,0,0,-3,-18,33,0,3.6666666666666665,13.333333333333334
10,13,0,0,-2,-18,33,0,-330.6666666666667,-324.0
11,14,0,0,-1,-18,33,0,3.0,14.333333333333334
12,15,0,0,0,-18,33,0,2.3333333333333335,15.0
13,16,0,0,1,-18,33,0,2.0,15.0
14,17,0,0,2,-18,33,0,2.0,16.0
15,18,0,0,3,-18,33,0,2.0,16.0
16,19,0,0,4,-18,33,0,2.3333333333333335,15.333333333333334
17,20,0,0,5,-18,33,0,1.3333333333333333,16.666666666666668
18,21,0,0,6,-18,33,0,1.0,17.0
19,22,0,0,7,-18,33,0,1.0,17.0
20,23,0,0,8,-18,33,0,1.3333333333333333,17.0
21,24,0,0,9,-18,33,0,1.0,17.0
22,25,0,0,10,-18,33,0,1.0,17.333333333333332
23,26,0,0,11,-18,33,0,1.0,17.333333333333332
24,27,0,0,12,-18,33,0,1.0,17.0
25,28,0,0,13,-18,33,0,1.0,18.0
26,29,0,0,14,-18,33,0,1.0,17.333333333333332
27,30,0,0,15,-18,33,0,1.0,17.666666666666668
28,31,0,0,16,-18,33,0,1.0,18.0
29,32,0,0,17,-18,33,0,1.0,18.0
30,33,0,0,18,-18,33,0,1.3333333333333333,17.333333333333332
31,34,0,0,19,-18,33,0,1.0,17.666666666666668
32,12,0,9,-12,-18,33,0,8.666666666666666,10.0
33,13,0,9,-11,-18,33,0,7.666666666666667,10.333333333333334
34,14,0,9,-10,-18,33,0,7.333333333333333,11.0
35,15,0,9,-9,-18,33,0,5.0,12.0
36,16,0,9,-8,-18,33,0,5.0,12.0
37,17,0,9,-7,-18,33,0,3.6666666666666665,13.333333333333334
38,18,0,9,-6,-18,33,0,3.0,14.0
39,19,0,9,-5,-18,33,0,3.0,14.666666666666666
40,20,0,9,-4,-18,33,0,2.6666666666666665,14.666666666666666
41,21,0,9,-3,-18,33,0,2.0,15.333333333333334
42,22,0,9,-2,-18,33,0,2.0,16.0
43,23,0,9,-1,-18,33,0,1.6666666666666667,16.333333333333332
