Index,TotalGain,LNA,TIA,PGA,ATTN,LNA1,LNA2,EVM_PCT,EVM_SNR
0,3,0,0,-12,-18,33,0,670.6666666666666,-8.0
1,4,0,0,-11,-18,33,0,545.6666666666666,-6.333333333333333
2,5,0,0,-10,-18,33,0,667.0,-7.666666666666667
3,6,0,0,-9,-18,33,0,110.0,-338.0
4,7,0,0,-8,-18,33,0,689.6666666666666,-7.666666666666667
5,8,0,0,-7,-18,33,0,254.33333333333334,-3.3333333333333335
6,9,0,0,-6,-18,33,0,506.6666666666667,-5.666666666666667
7,10,0,0,-5,-18,33,0,130.66666666666666,-0.6666666666666666
8,11,0,0,-4,-18,33,0,155.0,-1.3333333333333333
9,12,0,0,-3,-18,33,0,169.33333333333334,-2.0
10,13,0,0,-2,-18,33,0,117.66666666666667,-0.3333333333333333
11,14,0,0,-1,-18,33,0,70.0,1.0
12,15,0,0,0,-18,33,0,62.0,1.6666666666666667
13,16,0,0,1,-18,33,0,61.0,1.6666666666666667
14,17,0,0,2,-18,33,0,62.666666666666664,1.6666666666666667
15,18,0,0,3,-18,33,0,-298.0,-331.3333333333333
16,19,0,0,4,-18,33,0,46.666666666666664,2.6666666666666665
17,20,0,0,5,-18,33,0,49.333333333333336,2.6666666666666665
18,21,0,0,6,-18,33,0,40.666666666666664,3.3333333333333335
19,22,0,0,7,-18,33,0,51.333333333333336,2.6666666666666665
20,23,0,0,8,-18,33,0,-290.3333333333333,-331.3333333333333
21,24,0,0,9,-18,33,0,38.0,3.6666666666666665
22,25,0,0,10,-18,33,0,35.0,4.0
23,26,0,0,11,-18,33,0,52.0,2.6666666666666665
24,27,0,0,12,-18,33,0,30.0,4.666666666666667
25,28,0,0,13,-18,33,0,34.333333333333336,4.0
26,29,0,0,14,-18,33,0,42.0,3.3333333333333335
27,30,0,0,15,-18,33,0,27.666666666666668,5.333333333333333
28,31,0,0,16,-18,33,0,28.333333333333332,5.333333333333333
29,32,0,0,17,-18,33,0,27.666666666666668,5.333333333333333
30,33,0,0,18,-18,33,0,30.666666666666668,4.666666666666667
31,34,0,0,19,-18,33,0,-308.0,-330.6666666666667
32,12,0,9,-12,-18,33,0,362.3333333333333,-4.666666666666667
33,13,0,9,-11,-18,33,0,261.0,-3.3333333333333335
34,14,0,9,-10,-18,33,0,420.0,-5.0
35,15,0,9,-9,-18,33,0,295.0,-4.0
36,16,0,9,-8,-18,33,0,208.0,-2.6666666666666665
37,17,0,9,-7,-18,33,0,113.66666666666667,0.0
38,18,0,9,-6,-18,33,0,140.33333333333334,-0.6666666666666666
39,19,0,9,-5,-18,33,0,-282.3333333333333,-332.3333333333333
40,20,0,9,-4,-18,33,0,-203.0,-334.0
41,21,0,9,-3,-18,33,0,49.666666666666664,2.3333333333333335
42,22,0,9,-2,-18,33,0,49.0,2.6666666666666665
43,23,0,9,-1,-18,33,0,38.666666666666664,3.6666666666666665
44,24,0,9,0,-18,33,0,41.666666666666664,3.3333333333333335
45,25,0,9,1,-18,33,0,34.333333333333336,4.0
46,26,0,9,2,-18,33,0,30.0,5.0
47,27,0,9,3,-18,33,0,27.0,5.333333333333333
48,28,0,9,4,-18,33,0,28.333333333333332,5.0
49,29,0,9,5,-18,33,0,40.0,3.6666666666666665
50,30,0,9,6,-18,33,0,24.333333333333332,5.666666666666667
51,31,0,9,7,-18,33,0,63.0,2.6666666666666665
52,32,0,9,8,-18,33,0,21.666666666666668,6.0
53,33,0,9,9,-18,33,0,30.0,5.0
54,34,0,9,10,-18,33,0,23.333333333333332,5.666666666666667
55,35,0,9,11,-18,33,0,30.333333333333332,4.333333333333333
56,36,0,9,12,-18,33,0,20.333333333333332,6.333333333333333
57,37,0,9,13,-18,33,0,19.333333333333332,6.333333333333333
58,38,0,9,14,-18,33,0,20.333333333333332,6.333333333333333
59,39,0,9,15,-18,33,0,24.666666666666668,5.666666666666667
60,40,0,9,16,-18,33,0,-321.0,-328.3333333333333
61,41,0,9,17,-18,33,0,26.0,5.333333333333333
62,42,0,9,18,-18,33,0,20.333333333333332,6.333333333333333
63,43,0,9,19,-18,33,0,19.0,6.333333333333333
64,15,0,12,-12,-18,33,0,164.0,-1.6666666666666667
65,16,0,12,-11,-18,33,0,149.33333333333334,-1.0
66,17,0,12,-10,-18,33,0,1078.6666666666667,-5.333333333333333
67,18,0,12,-9,-18,33,0,153.66666666666666,-1.6666666666666667
68,19,0,12,-8,-18,33,0,96.33333333333333,0.0
69,20,0,12,-7,-18,33,0,91.66666666666667,1.0
70,21,0,12,-6,-18,33,0,57.666666666666664,2.0
71,22,0,12,-5,-18,33,0,43.0,3.3333333333333335
72,23,0,12,-4,-18,33,0,42.0,3.3333333333333335
73,24,0,12,-3,-18,33,0,34.0,4.0
74,25,0,12,-2,-18,33,0,28.333333333333332,5.0
75,26,0,12,-1,-18,33,0,23.0,6.0
76,27,0,12,0,-18,33,0,29.666666666666668,5.0
77,28,0,12,1,-18,33,0,20.0,6.333333333333333
78,29,0,12,2,-18,33,0,24.333333333333332,5.666666666666667
79,30,0,12,3,-18,33,0,21.0,6.0
80,31,0,12,4,-18,33,0,19.0,6.333333333333333
81,32,0,12,5,-18,33,0,20.0,6.333333333333333
82,33,0,12,6,-18,33,0,17.0,7.0
83,34,0,12,7,-18,33,0,18.666666666666668,6.666666666666667
84,35,0,12,8,-18,33,0,16.666666666666668,7.333333333333333
85,36,0,12,9,-18,33,0,16.333333333333332,7.0
86,37,0,12,10,-18,33,0,18.666666666666668,6.666666666666667
87,38,0,12,11,-18,33,0,-322.6666666666667,-328.0
88,39,0,12,12,-18,33,0,14.0,7.666666666666667
89,40,0,12,13,-18,33,0,16.666666666666668,7.333333333333333
90,41,0,12,14,-18,33,0,15.333333333333334,7.666666666666667
91,42,0,12,15,-18,33,0,17.666666666666668,7.0
92,43,0,12,16,-18,33,0,15.666666666666666,7.333333333333333
93,44,0,12,17,-18,33,0,13.0,8.0
94,45,0,12,18,-18,33,0,14.333333333333334,7.666666666666667
95,46,0,12,19,-18,33,0,15.0,7.666666666666667
96,6,3,0,-12,-18,33,0,390.6666666666667,-5.333333333333333
97,7,3,0,-11,-18,33,0,316.6666666666667,-4.0
98,8,3,0,-10,-18,33,0,229.33333333333334,-3.0
99,9,3,0,-9,-18,33,0,226.0,-3.0
100,10,3,0,-8,-18,33,0,168.33333333333334,-1.6666666666666667
101,11,3,0,-7,-18,33,0,198.66666666666666,-2.0
102,12,3,0,-6,-18,33,0,125.33333333333333,-0.3333333333333333
103,13,3,0,-5,-18,33,0,70.0,1.0
104,14,3,0,-4,-18,33,0,86.0,1.3333333333333333
105,15,3,0,-3,-18,33,0,60.333333333333336,1.6666666666666667
106,16,3,0,-2,-18,33,0,42.666666666666664,3.3333333333333335
107,17,3,0,-1,-18,33,0,43.333333333333336,3.3333333333333335
108,18,3,0,0,-18,33,0,37.666666666666664,3.6666666666666665
109,19,3,0,1,-18,33,0,59.333333333333336,3.0
110,20,3,0,2,-18,33,0,25.666666666666668,5.333333333333333
