Index,TotalGain,PA1,PA2,PA3,ATTN,IAMP,PAD,FREQ_ERR_AVG_HZ,FREQ_ERR_MAX_HZ,PWR_OUT_AVG_DBM,PWR_OUT_MAX_DBM,PWR_MEAN_AVG_DBM,PWR_MEAN_MAX_DBM,EVM_RMS_AVG_PCT,EVM_RMS_MAX_PCT
635,43.5,14,0,31.5,-12,-5,15,225.73,235,-47.3,-47.29,-47.53,-47.52,4.74,5.68
636,44.5,14,0,31.5,-12,-5,16,224.95,234.76,-47.3,-47.29,-47.53,-47.52,4.58,5.3
637,45.5,14,0,31.5,-12,-5,17,225.44,233.4,-45.36,-45.35,-45.58,-45.57,4.6,5.32
638,46.5,14,0,31.5,-12,-5,18,227.34,237.79,-45.36,-45.35,-45.58,-45.57,4.71,5.88
639,47.5,14,0,31.5,-12,-5,19,225.69,234.04,-43.4,-43.4,-43.62,-43.61,4.52,5.18
640,48.5,14,0,31.5,-12,-5,20,225.44,235.66,-43.41,-43.4,-43.62,-43.61,4.95,5.76
641,49.5,14,0,31.5,-12,-5,21,225.67,235.25,-41.38,-41.37,-41.59,-41.58,4.68,5.5
642,50.5,14,0,31.5,-12,-5,22,225.87,233.98,-41.37,-41.37,-41.58,-41.58,4.32,4.73
643,51.5,14,0,31.5,-12,-5,23,225.33,235.24,-39.33,-39.33,-39.54,-39.54,4.3,4.95
644,52.5,14,0,31.5,-12,-5,24,226.83,236.51,-39.34,-39.33,-39.54,-39.54,4.41,5.22
645,53.5,14,0,31.5,-12,-5,25,226.49,234.12,-37.32,-37.32,-37.53,-37.52,4.67,5.59
646,54.5,14,0,31.5,-12,-5,26,225.68,239,-37.32,-37.32,-37.52,-37.52,4.47,5.1
647,55.5,14,0,31.5,-12,-5,27,225.89,234.02,-35.23,-35.23,-35.43,-35.43,4.36,5.15
648,56.5,14,0,31.5,-12,-5,28,225.4,236.66,-35.23,-35.23,-35.44,-35.43,4.39,5.28
649,57.5,14,0,31.5,-12,-5,29,226.02,237.06,-33.2,-33.19,-33.4,-33.39,4.33,5.1
650,58.5,14,0,31.5,-12,-5,30,225.21,234.68,-33.2,-33.19,-33.4,-33.39,4.51,5.32
651,29.5,14,0,31.5,-12,-4,0,225.44,236.18,-60.65,-60.65,-61.09,-61.08,6.68,7.14
652,30.5,14,0,31.5,-12,-4,1,225,232.64,-60.65,-60.65,-61.09,-61.08,6.82,7.53
653,31.5,14,0,31.5,-12,-4,2,225.62,234.3,-60.66,-60.64,-61.09,-61.08,6.76,7.29
654,32.5,14,0,31.5,-12,-4,3,226.67,236.79,-58.55,-58.53,-58.92,-58.91,5.92,6.49
655,33.5,14,0,31.5,-12,-4,4,225.83,238.28,-58.56,-58.55,-58.92,-58.92,6.12,6.94
656,34.5,14,0,31.5,-12,-4,5,225.35,235.17,-56.61,-56.6,-56.93,-56.93,5.52,6.13
657,35.5,14,0,31.5,-12,-4,6,225.67,235.08,-56.61,-56.6,-56.93,-56.92,5.36,5.84
658,36.5,14,0,31.5,-12,-4,7,224.15,236.23,-54.81,-54.8,-55.1,-55.09,5.04,5.68
659,37.5,14,0,31.5,-12,-4,8,224.1,232.87,-54.81,-54.8,-55.1,-55.1,5.2,5.84
660,38.5,14,0,31.5,-12,-4,9,226.1,236.89,-52.96,-52.95,-53.23,-53.22,4.98,5.83
661,39.5,14,0,31.5,-12,-4,10,225.47,233.98,-52.96,-52.95,-53.23,-53.23,5.02,5.89
662,40.5,14,0,31.5,-12,-4,11,223.21,233.26,-51.1,-51.09,-51.35,-51.35,5.13,6.39
663,41.5,14,0,31.5,-12,-4,12,225.88,234.08,-51.1,-51.09,-51.35,-51.35,4.94,5.91
664,42.5,14,0,31.5,-12,-4,13,225.79,233.86,-49.25,-49.24,-49.49,-49.48,4.8,5.59
665,43.5,14,0,31.5,-12,-4,14,224.58,232.17,-49.25,-49.24,-49.49,-49.48,4.74,5.7
666,44.5,14,0,31.5,-12,-4,15,226.22,237.1,-47.31,-47.3,-47.53,-47.53,4.65,5.78
667,45.5,14,0,31.5,-12,-4,16,225.35,233.86,-47.31,-47.3,-47.53,-47.53,4.45,5.08
668,46.5,14,0,31.5,-12,-4,17,223.46,231.56,-45.36,-45.36,-45.59,-45.58,4.48,5.35
669,47.5,14,0,31.5,-12,-4,18,225.78,233.32,-45.36,-45.36,-45.59,-45.58,4.46,5.07
670,48.5,14,0,31.5,-12,-4,19,225.44,234.02,-43.41,-43.41,-43.62,-43.62,4.66,5.65
671,49.5,14,0,31.5,-12,-4,20,227.68,235.91,-43.41,-43.41,-43.63,-43.62,4.65,5.56
672,50.5,14,0,31.5,-12,-4,21,225.92,233.83,-41.38,-41.38,-41.59,-41.59,4.34,5.04
673,51.5,14,0,31.5,-12,-4,22,225.7,234.69,-41.38,-41.38,-41.59,-41.59,4.59,5.75
674,52.5,14,0,31.5,-12,-4,23,224.32,232.65,-39.34,-39.33,-39.54,-39.54,4.41,5.37
675,53.5,14,0,31.5,-12,-4,24,224.42,234.15,-39.34,-39.33,-39.54,-39.54,4.44,5.36
676,54.5,14,0,31.5,-12,-4,25,225.67,234.66,-37.32,-37.32,-37.53,-37.52,4.55,5.49
677,55.5,14,0,31.5,-12,-4,26,225.28,235.53,-37.33,-37.32,-37.53,-37.53,4.39,5.32
678,56.5,14,0,31.5,-12,-4,27,224.82,233.94,-35.24,-35.24,-35.44,-35.43,4.38,5.04
679,57.5,14,0,31.5,-12,-4,28,225.08,236.47,-35.24,-35.23,-35.43,-35.43,4.35,5.1
680,58.5,14,0,31.5,-12,-4,29,224.46,234.71,-33.2,-33.2,-33.4,-33.39,4.85,6.08
681,59.5,14,0,31.5,-12,-4,30,225.42,234.18,-33.2,-33.2,-33.4,-33.39,4.68,5.55
682,30.5,14,0,31.5,-12,-3,0,227.35,236.6,-58.61,-58.6,-58.9,-58.89,6.26,7.1
683,31.5,14,0,31.5,-12,-3,1,224.41,234.53,-58.61,-58.6,-58.9,-58.89,6.09,6.72
684,32.5,14,0,31.5,-12,-3,2,225.56,233.96,-58.61,-58.6,-58.9,-58.89,5.99,6.51
685,33.5,14,0,31.5,-12,-3,3,225.21,233.29,-56.47,-56.47,-56.72,-56.72,5.62,6.27
686,34.5,14,0,31.5,-12,-3,4,225.3,235.42,-56.47,-56.47,-56.72,-56.72,5.64,6.5
687,35.5,14,0,31.5,-12,-3,5,226.08,235.54,-54.51,-54.51,-54.73,-54.73,5.52,6.25
688,36.5,14,0,31.5,-12,-3,6,225.8,233.6,-54.51,-54.51,-54.73,-54.73,5.17,5.88
689,37.5,14,0,31.5,-12,-3,7,226.35,235.74,-52.69,-52.69,-52.9,-52.89,5.28,6.25
690,38.5,14,0,31.5,-12,-3,8,224.62,232.86,-52.7,-52.69,-52.9,-52.9,5.05,5.99
691,39.5,14,0,31.5,-12,-3,9,224.34,233.54,-50.84,-50.83,-51.03,-51.02,4.77,5.98
692,40.5,14,0,31.5,-12,-3,10,227.55,236.87,-50.84,-50.84,-51.03,-51.03,4.72,5.22
693,41.5,14,0,31.5,-12,-3,11,224.36,234.45,-48.97,-48.97,-49.15,-49.15,4.6,5.45
694,42.5,14,0,31.5,-12,-3,12,226.74,235.76,-48.97,-48.97,-49.15,-49.15,4.44,4.89
695,43.5,14,0,31.5,-12,-3,13,225.95,235.53,-47.12,-47.11,-47.29,-47.29,4.68,5.52
696,44.5,14,0,31.5,-12,-3,14,225.72,235.51,-47.12,-47.11,-47.29,-47.29,4.74,5.95
697,45.5,14,0,31.5,-12,-3,15,225.5,234.46,-45.16,-45.16,-45.33,-45.33,4.86,5.96
698,46.5,14,0,31.5,-12,-3,16,226.03,234.55,-45.16,-45.16,-45.33,-45.33,4.62,5.5
699,47.5,14,0,31.5,-12,-3,17,225.13,235.72,-43.22,-43.22,-43.38,-43.38,5.06,6.15
700,48.5,14,0,31.5,-12,-3,18,225.12,232.93,-43.22,-43.21,-43.38,-43.38,5.21,6.23
701,49.5,14,0,31.5,-12,-3,19,224.98,235.13,-41.26,-41.26,-41.42,-41.42,4.45,5.09
702,50.5,14,0,31.5,-12,-3,20,224.11,231.86,-41.26,-41.26,-41.42,-41.41,4.77,6.12
703,51.5,14,0,31.5,-12,-3,21,225.28,233.94,-39.24,-39.23,-39.39,-39.39,4.8,5.59
704,52.5,14,0,31.5,-12,-3,22,228.01,237.55,-39.24,-39.23,-39.39,-39.39,4.72,5.7
705,53.5,14,0,31.5,-12,-3,23,226.48,235.2,-37.2,-37.19,-37.35,-37.34,4.69,5.66
706,54.5,14,0,31.5,-12,-3,24,226.36,234.53,-37.2,-37.19,-37.35,-37.34,4.93,5.94
707,55.5,14,0,31.5,-12,-3,25,225.61,236.55,-35.17,-35.17,-35.33,-35.32,4.5,5.54
708,56.5,14,0,31.5,-12,-3,26,226.55,236.64,-35.18,-35.17,-35.32,-35.32,4.64,5.68
709,57.5,14,0,31.5,-12,-3,27,226.34,235.16,-33.09,-33.09,-33.24,-33.24,4.98,6.06
710,58.5,14,0,31.5,-12,-3,28,225.63,237.39,-33.09,-33.09,-33.24,-33.24,4.83,5.84
711,59.5,14,0,31.5,-12,-3,29,225,232.46,-31.06,-31.06,-31.21,-31.21,4.75,5.7
712,60.5,14,0,31.5,-12,-3,30,226.39,235.58,-31.06,-31.06,-31.21,-31.21,4.51,5.55
713,31.5,14,0,31.5,-12,-2,0,225.83,233.15,-58.6,-58.6,-58.9,-58.89,6.13,6.83
714,32.5,14,0,31.5,-12,-2,1,226.24,237.25,-58.6,-58.57,-58.89,-58.89,6.05,6.81
715,33.5,14,0,31.5,-12,-2,2,225.31,233.63,-58.6,-58.59,-58.9,-58.89,6.02,6.69
716,34.5,14,0,31.5,-12,-2,3,224.83,236.59,-56.47,-56.46,-56.72,-56.72,5.4,6.03
717,35.5,14,0,31.5,-12,-2,4,225.72,234.46,-56.47,-56.47,-56.73,-56.72,5.36,5.88
718,36.5,14,0,31.5,-12,-2,5,226.32,235.21,-54.51,-54.51,-54.74,-54.73,5.17,5.82
719,37.5,14,0,31.5,-12,-2,6,225.14,232.31,-54.51,-54.5,-54.74,-54.73,5.23,6.16
720,38.5,14,0,31.5,-12,-2,7,225.84,233.73,-52.7,-52.69,-52.9,-52.9,4.61,4.97
721,39.5,14,0,31.5,-12,-2,8,226.81,237.99,-52.7,-52.69,-52.9,-52.9,5.19,6.44
722,40.5,14,0,31.5,-12,-2,9,225.5,237.21,-50.84,-50.84,-51.03,-51.03,4.73,5.43
723,41.5,14,0,31.5,-12,-2,10,224.76,235.8,-50.84,-50.84,-51.04,-51.03,5.06,6.23
724,42.5,14,0,31.5,-12,-2,11,225.05,234.53,-48.98,-48.97,-49.16,-49.15,5.27,6.36
725,43.5,14,0,31.5,-12,-2,12,224.89,235.83,-48.98,-48.97,-49.16,-49.15,5.24,5.96
726,44.5,14,0,31.5,-12,-2,13,224.87,234.52,-47.12,-47.12,-47.29,-47.29,5.67,6.64
727,45.5,14,0,31.5,-12,-2,14,225.7,236.45,-47.12,-47.12,-47.29,-47.29,5.55,6.69
728,46.5,14,0,31.5,-12,-2,15,223.91,234.99,-45.17,-45.16,-45.33,-45.33,5.17,6.17
729,47.5,14,0,31.5,-12,-2,16,225.37,234.49,-45.17,-45.16,-45.33,-45.33,5.15,6.47
730,48.5,14,0,31.5,-12,-2,17,227.28,237.14,-43.23,-43.22,-43.39,-43.38,5.21,6.28
731,49.5,14,0,31.5,-12,-2,18,225.93,235.21,-43.23,-43.22,-43.38,-43.38,5.88,6.76
732,50.5,14,0,31.5,-12,-2,19,226.45,233.63,-41.27,-41.27,-41.43,-41.42,5.8,6.65
733,51.5,14,0,31.5,-12,-2,20,226.34,236.14,-41.27,-41.27,-41.42,-41.42,5.46,6.43
734,52.5,14,0,31.5,-12,-2,21,225.5,235.63,-39.24,-39.24,-39.4,-39.39,5.47,6.44
735,53.5,14,0,31.5,-12,-2,22,225.52,232.8,-39.25,-39.24,-39.4,-39.39,5.47,6.62
736,54.5,14,0,31.5,-12,-2,23,224.21,233.47,-37.2,-37.2,-37.35,-37.35,5.01,6.07
737,55.5,14,0,31.5,-12,-2,24,226.12,234.72,-37.2,-37.2,-37.35,-37.35,5.65,6.72
738,56.5,14,0,31.5,-12,-2,25,225.87,234.19,-35.18,-35.18,-35.33,-35.33,5.46,6.75
739,57.5,14,0,31.5,-12,-2,26,224.98,234.26,-35.19,-35.18,-35.33,-35.33,4.94,5.8
740,58.5,14,0,31.5,-12,-2,27,226.37,236.68,-33.1,-33.1,-33.25,-33.25,5.62,6.84
741,59.5,14,0,31.5,-12,-2,28,224.75,233.56,-33.1,-33.1,-33.25,-33.25,5.24,6.36
742,60.5,14,0,31.5,-12,-2,29,224.62,233.8,-31.07,-31.07,-31.22,-31.22,4.68,5.8
743,61.5,14,0,31.5,-12,-2,30,226.1,235.6,-31.07,-31.07,-31.22,-31.21,4.88,5.79
744,32.5,14,0,31.5,-12,-1,0,225.52,236.38,-57.52,-57.51,-57.67,-57.66,6.05,6.98
745,33.5,14,0,31.5,-12,-1,1,226.55,235.45,-57.52,-57.51,-57.67,-57.66,6.12,7.12
746,34.5,14,0,31.5,-12,-1,2,225.31,233.35,-57.52,-57.51,-57.66,-57.66,6.26,6.9
747,35.5,14,0,31.5,-12,-1,3,225.29,235.7,-55.37,-55.37,-55.49,-55.48,6.26,7.2
748,36.5,14,0,31.5,-12,-1,4,225.52,234.82,-55.37,-55.37,-55.49,-55.49,6.09,7.02
749,37.5,14,0,31.5,-12,-1,5,229.32,239.99,-53.4,-53.4,-53.5,-53.49,5.63,6.93
750,38.5,14,0,31.5,-12,-1,6,226.28,235.51,-53.4,-53.39,-53.5,-53.49,5.92,6.88
751,39.5,14,0,31.5,-12,-1,7,224.83,232.32,-51.57,-51.57,-51.66,-51.66,5.48,6.61
752,40.5,14,0,31.5,-12,-1,8,224.64,232.8,-51.57,-51.57,-51.66,-51.66,5.34,6.55
753,41.5,14,0,31.5,-12,-1,9,224.84,233.87,-49.71,-49.71,-49.79,-49.79,5.08,5.95
754,42.5,14,0,31.5,-12,-1,10,226.6,233.55,-49.71,-49.71,-49.79,-49.79,4.9,6.04
755,43.5,14,0,31.5,-12,-1,11,225.44,235.34,-47.84,-47.84,-47.91,-47.91,4.93,5.91
756,44.5,14,0,31.5,-12,-1,12,225.6,234.47,-47.84,-47.84,-47.91,-47.91,5.56,6.57
757,45.5,14,0,31.5,-12,-1,13,225.78,233.7,-45.98,-45.98,-46.05,-46.05,5.35,6.45
758,46.5,14,0,31.5,-12,-1,14,224.3,234.58,-45.98,-45.98,-46.05,-46.05,5.45,6.61
759,47.5,14,0,31.5,-12,-1,15,225.35,235.96,-44.03,-44.02,-44.09,-44.09,5.41,6.62
760,48.5,14,0,31.5,-12,-1,16,226.07,237.25,-44.03,-44.02,-44.09,-44.09,5.17,6.24
761,49.5,14,0,31.5,-12,-1,17,226.82,238.98,-42.08,-42.08,-42.14,-42.14,5.48,6.68
762,50.5,14,0,31.5,-12,-1,18,225.86,234.03,-42.08,-42.08,-42.15,-42.14,5.04,5.82
763,51.5,14,0,31.5,-12,-1,19,225.75,237.63,-40.13,-40.13,-40.19,-40.18,5.44,6.62
764,52.5,14,0,31.5,-12,-1,20,225.79,234.8,-40.13,-40.13,-40.19,-40.19,5.19,6.24
765,53.5,14,0,31.5,-12,-1,21,225.63,233.79,-38.11,-38.1,-38.17,-38.16,5.1,6.2
766,54.5,14,0,31.5,-12,-1,22,225.71,233.88,-38.11,-38.1,-38.16,-38.16,4.43,5.02
767,55.5,14,0,31.5,-12,-1,23,225.49,236.34,-36.06,-36.06,-36.12,-36.11,4.08,4.36
768,56.5,14,0,31.5,-12,-1,24,226.27,233.36,-36.06,-36.05,-36.11,-36.11,4.07,4.29
769,57.5,14,0,31.5,-12,-1,25,226.28,235.18,-34.04,-34.04,-34.1,-34.09,4.07,4.33
770,58.5,14,0,31.5,-12,-1,26,224.72,231.91,-34.04,-34.04,-34.1,-34.09,4.06,4.37
771,59.5,14,0,31.5,-12,-1,27,225.14,232.49,-31.95,-31.95,-32.01,-32,4.12,4.43
772,60.5,14,0,31.5,-12,-1,28,226.83,238.05,-31.95,-31.95,-32.01,-32.01,4.06,4.28
773,61.5,14,0,31.5,-12,-1,29,224.75,233.69,-29.93,-29.93,-29.98,-29.98,4.07,4.3
774,62.5,14,0,31.5,-12,-1,30,224.66,233.31,-29.93,-29.93,-29.98,-29.98,4.09,4.41
775,33.5,14,0,31.5,-12,0,0,225.4,233.59,-56.01,-56.01,-56.13,-56.12,4.96,5.18
776,34.5,14,0,31.5,-12,0,1,224.8,235.72,-56.01,-56.01,-56.13,-56.13,5,5.21
777,35.5,14,0,31.5,-12,0,2,225.43,236.41,-56.01,-56.01,-56.13,-56.13,5.01,5.24
778,36.5,14,0,31.5,-12,0,3,224.97,233.45,-53.86,-53.86,-53.96,-53.95,4.65,4.86
779,37.5,14,0,31.5,-12,0,4,225.94,235.92,-53.86,-53.85,-53.96,-53.95,4.69,5.02
780,38.5,14,0,31.5,-12,0,5,226.74,236.72,-51.88,-51.88,-51.97,-51.96,4.45,4.8
781,39.5,14,0,31.5,-12,0,6,226.26,234.46,-51.88,-51.87,-51.97,-51.96,4.45,4.68
782,40.5,14,0,31.5,-12,0,7,227.2,238.83,-50.05,-50.05,-50.13,-50.13,4.32,4.6
783,41.5,14,0,31.5,-12,0,8,226.21,239.52,-50.05,-50.05,-50.13,-50.13,4.4,4.68
784,42.5,14,0,31.5,-12,0,9,226.18,236.25,-48.19,-48.19,-48.26,-48.26,4.24,4.46
785,43.5,14,0,31.5,-12,0,10,225.9,234.97,-48.19,-48.19,-48.26,-48.26,4.19,4.5
786,44.5,14,0,31.5,-12,0,11,225.97,236.22,-46.32,-46.31,-46.38,-46.38,4.15,4.35
787,45.5,14,0,31.5,-12,0,12,225.42,236.7,-46.32,-46.31,-46.38,-46.38,4.17,4.42
788,46.5,14,0,31.5,-12,0,13,225.22,236.27,-44.46,-44.46,-44.52,-44.52,4.16,4.44
789,47.5,14,0,31.5,-12,0,14,224.61,233.66,-44.46,-44.46,-44.52,-44.52,4.14,4.48
790,48.5,14,0,31.5,-12,0,15,224.52,233.81,-42.51,-42.51,-42.57,-42.56,4.16,4.39
791,49.5,14,0,31.5,-12,0,16,225.38,235.45,-42.51,-42.5,-42.57,-42.56,4.17,4.48
792,50.5,14,0,31.5,-12,0,17,227.07,238.44,-40.56,-40.56,-40.62,-40.61,4.07,4.34
793,51.5,14,0,31.5,-12,0,18,224.7,234.27,-40.56,-40.56,-40.62,-40.61,4.05,4.37
794,52.5,14,0,31.5,-12,0,19,224.91,234.92,-38.61,-38.6,-38.66,-38.66,4.08,4.37
795,53.5,14,0,31.5,-12,0,20,225.03,235.61,-38.61,-38.6,-38.66,-38.66,4.11,4.41
796,54.5,14,0,31.5,-12,0,21,224.26,235.49,-36.58,-36.58,-36.64,-36.63,4.08,4.35
797,55.5,14,0,31.5,-12,0,22,227.41,234.54,-36.58,-36.58,-36.63,-36.63,4.09,4.45
798,56.5,14,0,31.5,-12,0,23,226.56,236.58,-34.54,-34.53,-34.59,-34.58,4.08,4.38
799,57.5,14,0,31.5,-12,0,24,225.09,235.69,-34.54,-34.53,-34.59,-34.59,4.07,4.34
800,58.5,14,0,31.5,-12,0,25,225.98,235.82,-32.51,-32.51,-32.56,-32.56,4,4.29
801,59.5,14,0,31.5,-12,0,26,225.55,234.91,-32.51,-32.51,-32.57,-32.56,4.1,4.38
802,60.5,14,0,31.5,-12,0,27,225.19,236.78,-30.45,-30.44,-30.5,-30.49,4.11,4.4
803,61.5,14,0,31.5,-12,0,28,225.74,234.32,-30.44,-30.44,-30.49,-30.49,4.14,4.43
804,62.5,14,0,31.5,-12,0,29,225.34,234.07,-28.42,-28.42,-28.47,-28.47,4.1,4.41
805,63.5,14,0,31.5,-12,0,30,225.57,235.54,-28.42,-28.42,-28.47,-28.47,4.11,4.4
806,27.5,14,0,31.5,-6,-12,0,226.77,235.36,-60.55,-60.54,-61.63,-61.62,8.1,8.32
807,28.5,14,0,31.5,-6,-12,1,224.95,236.44,-60.55,-60.53,-61.63,-61.62,8.11,8.31
808,29.5,14,0,31.5,-6,-12,2,225.39,234.46,-60.55,-60.53,-61.62,-61.62,8.1,8.35
809,30.5,14,0,31.5,-6,-12,3,226.46,236.7,-58.55,-58.54,-59.46,-59.45,6.86,7.06
810,31.5,14,0,31.5,-6,-12,4,225.32,234.16,-58.56,-58.55,-59.46,-59.45,6.86,7.17
811,32.5,14,0,31.5,-6,-12,5,224.69,233.94,-56.69,-56.68,-57.47,-57.46,5.97,6.2
812,33.5,14,0,31.5,-6,-12,6,228.21,237.82,-56.69,-56.68,-57.47,-57.46,6.01,6.25
813,34.5,14,0,31.5,-6,-12,7,225.33,233.72,-54.93,-54.91,-55.64,-55.63,5.42,5.63
814,35.5,14,0,31.5,-6,-12,8,225.13,235.65,-54.93,-54.92,-55.64,-55.63,5.44,5.61
815,36.5,14,0,31.5,-6,-12,9,228.02,235.69,-53.13,-53.12,-53.77,-53.76,5.05,5.23
816,37.5,14,0,31.5,-6,-12,10,225.94,234.13,-53.14,-53.12,-53.77,-53.76,5.03,5.25
817,38.5,14,0,31.5,-6,-12,11,226.21,236.5,-51.31,-51.3,-51.89,-51.89,4.7,4.92
818,39.5,14,0,31.5,-6,-12,12,225.71,233.37,-51.31,-51.3,-51.89,-51.89,4.7,4.94
819,40.5,14,0,31.5,-6,-12,13,226.01,237.06,-49.48,-49.47,-50.03,-50.02,4.57,4.82
820,41.5,14,0,31.5,-6,-12,14,225.8,235.11,-49.49,-49.47,-50.03,-50.03,4.54,4.75
821,42.5,14,0,31.5,-6,-12,15,225.55,234.62,-47.56,-47.55,-48.07,-48.07,4.43,4.69
822,43.5,14,0,31.5,-6,-12,16,225.7,235.33,-47.57,-47.56,-48.07,-48.07,4.38,4.64
823,44.5,14,0,31.5,-6,-12,17,228.01,240.3,-45.64,-45.63,-46.13,-46.12,4.33,4.67
824,45.5,14,0,31.5,-6,-12,18,225.41,234.49,-45.64,-45.64,-46.13,-46.12,4.32,4.59
825,46.5,14,0,31.5,-6,-12,19,224.33,232.69,-43.7,-43.69,-44.16,-44.16,4.25,4.52
826,47.5,14,0,31.5,-6,-12,20,225.68,233.17,-43.69,-43.69,-44.17,-44.16,4.27,4.49
827,48.5,14,0,31.5,-6,-12,21,225.36,236.1,-41.68,-41.67,-42.13,-42.13,4.25,4.47
828,49.5,14,0,31.5,-6,-12,22,226.03,235.08,-41.68,-41.67,-42.13,-42.13,4.19,4.56
829,50.5,14,0,31.5,-6,-12,23,225.1,234.11,-39.65,-39.64,-40.08,-40.08,4.56,5.32
830,51.5,14,0,31.5,-6,-12,24,227.59,236.68,-39.65,-39.64,-40.08,-40.08,4.91,5.75
831,52.5,14,0,31.5,-6,-12,25,225.59,235.06,-37.64,-37.63,-38.07,-38.07,4.83,5.59
832,53.5,14,0,31.5,-6,-12,26,225.16,233.88,-37.64,-37.63,-38.07,-38.07,5.22,6.63
833,54.5,14,0,31.5,-6,-12,27,225.39,236.17,-35.56,-35.55,-35.98,-35.98,5.23,6.1
834,55.5,14,0,31.5,-6,-12,28,224.97,235.3,-35.56,-35.55,-35.98,-35.98,5.07,5.97
835,56.5,14,0,31.5,-6,-12,29,225.23,235.98,-33.53,-33.52,-33.94,-33.94,4.68,5.61
836,57.5,14,0,31.5,-6,-12,30,226.05,235.99,-33.53,-33.52,-33.94,-33.94,5.35,6.35
837,28.5,14,0,31.5,-6,-11,0,225.54,236.57,-60.56,-60.55,-61.63,-61.62,8.68,9.5
838,29.5,14,0,31.5,-6,-11,1,227.07,239.06,-60.56,-60.54,-61.62,-61.61,8.7,9.32
839,30.5,14,0,31.5,-6,-11,2,225.83,236.06,-60.56,-60.54,-61.62,-61.62,8.82,9.53
840,31.5,14,0,31.5,-6,-11,3,226.58,236.14,-58.56,-58.55,-59.46,-59.45,7.44,8.19
841,32.5,14,0,31.5,-6,-11,4,225.67,235.7,-58.56,-58.55,-59.46,-59.45,7.69,8.52
842,33.5,14,0,31.5,-6,-11,5,225.66,234.84,-56.69,-56.67,-57.47,-57.46,7.32,8.09
843,34.5,14,0,31.5,-6,-11,6,226.22,236.08,-56.69,-56.68,-57.47,-57.46,6.92,7.7
844,35.5,14,0,31.5,-6,-11,7,226.08,237.69,-54.94,-54.93,-55.64,-55.63,6.6,7.54
845,36.5,14,0,31.5,-6,-11,8,225.39,235.57,-54.94,-54.93,-55.64,-55.63,6.75,7.55
846,37.5,14,0,31.5,-6,-11,9,225.79,237.16,-53.14,-53.14,-53.77,-53.76,6.29,7.05
847,38.5,14,0,31.5,-6,-11,10,227.07,237.15,-53.14,-53.13,-53.77,-53.76,5.94,6.7
848,39.5,14,0,31.5,-6,-11,11,225.3,235.89,-51.31,-51.3,-51.89,-51.88,6.14,6.93
849,40.5,14,0,31.5,-6,-11,12,226.41,235.87,-51.31,-51.31,-51.89,-51.89,5.83,7.07
850,41.5,14,0,31.5,-6,-11,13,224.7,234.65,-49.49,-49.48,-50.03,-50.03,5.66,6.94
851,42.5,14,0,31.5,-6,-11,14,226.24,236.7,-49.49,-49.48,-50.03,-50.02,5.5,6.53
852,43.5,14,0,31.5,-6,-11,15,225.51,234.3,-47.56,-47.55,-48.07,-48.07,5.45,6.66
853,44.5,14,0,31.5,-6,-11,16,224.55,233.18,-47.57,-47.56,-48.07,-48.07,5.94,6.83
854,45.5,14,0,31.5,-6,-11,17,226.21,236.26,-45.65,-45.63,-46.12,-46.12,5.55,6.5
855,46.5,14,0,31.5,-6,-11,18,225.44,235.3,-45.64,-45.63,-46.12,-46.12,5.49,6.46
856,47.5,14,0,31.5,-6,-11,19,225.3,235.13,-43.7,-43.69,-44.16,-44.16,5.7,6.76
857,48.5,14,0,31.5,-6,-11,20,225.12,233.48,-43.7,-43.69,-44.16,-44.16,5.29,6.63
858,49.5,14,0,31.5,-6,-11,21,226.49,235.16,-41.68,-41.67,-42.13,-42.12,5.75,6.9
859,50.5,14,0,31.5,-6,-11,22,225.35,236.31,-41.68,-41.67,-42.13,-42.12,5.24,6.23
860,51.5,14,0,31.5,-6,-11,23,224.81,235.17,-39.65,-39.64,-40.08,-40.08,4.82,6.02
861,52.5,14,0,31.5,-6,-11,24,225.09,232.84,-39.65,-39.64,-40.08,-40.08,4.89,5.94
862,53.5,14,0,31.5,-6,-11,25,225.52,233.33,-37.64,-37.64,-38.07,-38.06,4.84,6.09
863,54.5,14,0,31.5,-6,-11,26,225.78,234.76,-37.64,-37.63,-38.07,-38.06,5.01,6.07
864,55.5,14,0,31.5,-6,-11,27,225.18,232.69,-35.55,-35.54,-35.98,-35.97,4.65,5.42
865,56.5,14,0,31.5,-6,-11,28,224.61,233.72,-35.55,-35.54,-35.98,-35.97,4.44,5.03
866,57.5,14,0,31.5,-6,-11,29,227.67,235.37,-33.52,-33.51,-33.94,-33.94,4.45,5.13
867,58.5,14,0,31.5,-6,-11,30,226.03,237.33,-33.53,-33.52,-33.94,-33.94,4.41,5.21
868,29.5,14,0,31.5,-6,-10,0,225.76,235.21,-60.55,-60.54,-61.62,-61.61,8.37,8.98
869,30.5,14,0,31.5,-6,-10,1,226.66,238.95,-60.56,-60.55,-61.62,-61.62,8.56,9.07
870,31.5,14,0,31.5,-6,-10,2,224.08,232.92,-60.56,-60.55,-61.62,-61.61,8.53,9.09
871,32.5,14,0,31.5,-6,-10,3,225.54,234.21,-58.57,-58.56,-59.45,-59.45,7.38,8
872,33.5,14,0,31.5,-6,-10,4,226.64,237.36,-58.57,-58.55,-59.45,-59.45,7.6,8.28
873,34.5,14,0,31.5,-6,-10,5,225.75,237.33,-56.69,-56.68,-57.47,-57.46,6.59,7.54
