Index,TotalGain,PA1,PA2,PA3,ATTN,IAMP,PAD,FREQ_ERR_AVG_HZ,FREQ_ERR_MAX_HZ,PWR_OUT_AVG_DBM,PWR_OUT_MAX_DBM,PWR_MEAN_AVG_DBM,PWR_MEAN_MAX_DBM,EVM_RMS_AVG_PCT,EVM_RMS_MAX_PCT
0,15.5,14,0,31.5,-18,-12,0,218.63,237.93,-71.3,-71.28,-73.04,-73.01,20.09,26.07
1,16.5,14,0,31.5,-18,-12,1,226.28,294.73,-71.35,-71.22,-73.11,-73.09,23.6,36.29
2,17.5,14,0,31.5,-18,-12,2,220.5,298.68,-71.41,-71.4,-73.15,-73.14,22.82,38.17
3,18.5,14,0,31.5,-18,-12,3,221.68,237.63,-69.74,-69.73,-71.08,-71.06,16.33,16.71
4,19.5,14,0,31.5,-18,-12,4,222.02,238.01,-69.76,-69.75,-71.1,-71.09,16.38,16.65
5,20.5,14,0,31.5,-18,-12,5,223.99,240.35,-68.11,-68.1,-69.18,-69.16,14.04,14.32
6,21.5,14,0,31.5,-18,-12,6,222.44,237.44,-68.14,-68.13,-69.2,-69.19,14.09,14.38
7,22.5,14,0,31.5,-18,-12,7,220.72,233.57,-66.52,-66.51,-67.41,-67.4,12.31,12.53
8,23.5,14,0,31.5,-18,-12,8,222.96,238.41,-66.55,-66.54,-67.43,-67.42,12.31,12.57
9,24.5,14,0,31.5,-18,-12,9,224.25,234.6,-64.84,-64.83,-65.59,-65.59,10.91,11.23
10,25.5,14,0,31.5,-18,-12,10,223.79,233.19,-64.86,-64.84,-65.61,-65.6,10.94,11.25
11,26.5,14,0,31.5,-18,-12,11,223.42,234.97,-63.1,-63.09,-63.76,-63.75,9.86,10.18
12,27.5,14,0,31.5,-18,-12,12,225.47,238.1,-63.11,-63.1,-63.77,-63.77,9.74,10.01
13,28.5,14,0,31.5,-18,-12,13,223.64,233.4,-61.35,-61.34,-61.93,-61.92,9.02,9.32
14,29.5,14,0,31.5,-18,-12,14,224.76,235.58,-61.36,-61.35,-61.95,-61.93,8.96,9.35
15,30.5,14,0,31.5,-18,-12,15,224.07,235.38,-59.47,-59.46,-60,-59.99,8.3,8.67
16,31.5,14,0,31.5,-18,-12,16,224.8,235.59,-59.48,-59.46,-60.01,-60.01,8.35,8.68
17,32.5,14,0,31.5,-18,-12,17,224.41,234.55,-57.58,-57.57,-58.08,-58.07,7.89,8.23
18,33.5,14,0,31.5,-18,-12,18,223.51,233.82,-57.59,-57.58,-58.09,-58.08,7.89,8.19
19,34.5,14,0,31.5,-18,-12,19,226.72,237.6,-55.66,-55.66,-56.14,-56.13,7.6,7.92
20,35.5,14,0,31.5,-18,-12,20,225.76,236.31,-55.67,-55.66,-56.15,-56.14,7.53,7.89
21,36.5,14,0,31.5,-18,-12,21,224.09,232.93,-53.67,-53.66,-54.12,-54.12,7.34,7.7
22,37.5,14,0,31.5,-18,-12,22,223.39,234.45,-53.68,-53.67,-54.13,-54.13,7.38,7.85
23,38.5,14,0,31.5,-18,-12,23,224.53,236.03,-51.65,-51.64,-52.09,-52.08,7.33,7.66
24,39.5,14,0,31.5,-18,-12,24,223.53,235.17,-51.66,-51.64,-52.1,-52.09,7.11,7.53
25,40.5,14,0,31.5,-18,-12,25,224.51,232.77,-49.66,-49.65,-50.07,-50.07,6.75,7.28
26,41.5,14,0,31.5,-18,-12,26,224.61,232.3,-49.66,-49.66,-50.08,-50.08,6.9,7.36
27,42.5,14,0,31.5,-18,-12,27,225.16,235.29,-47.59,-47.58,-48,-47.99,6.95,7.43
28,43.5,14,0,31.5,-18,-12,28,225.08,233.93,-47.59,-47.58,-48,-48,6.62,7.3
29,44.5,14,0,31.5,-18,-12,29,225.59,235.43,-45.55,-45.54,-45.96,-45.96,6.61,7.23
30,45.5,14,0,31.5,-18,-12,30,224.42,233.68,-45.55,-45.54,-45.97,-45.96,6.5,7.3
31,16.5,14,0,31.5,-18,-11,0,225.65,269.46,-71.75,-71.74,-73.51,-73.5,20.81,28.73
32,17.5,14,0,31.5,-18,-11,1,225.27,297.46,-71.72,-71.42,-73.52,-73.5,23.35,36.86
33,18.5,14,0,31.5,-18,-11,2,224.44,288.07,-71.75,-71.74,-73.52,-73.5,20.82,27.39
34,19.5,14,0,31.5,-18,-11,3,225.54,237.53,-70.07,-70.05,-71.42,-71.41,16.08,16.42
35,20.5,14,0,31.5,-18,-11,4,226.71,239.67,-70.07,-70.05,-71.42,-71.41,16.23,17.19
36,21.5,14,0,31.5,-18,-11,5,225.65,237.04,-68.38,-68.37,-69.48,-69.47,13.61,13.98
37,22.5,14,0,31.5,-18,-11,6,224.74,234.36,-68.38,-68.36,-69.48,-69.47,13.54,14
38,23.5,14,0,31.5,-18,-11,7,226.78,239.59,-66.76,-66.75,-67.68,-67.66,11.46,12.04
39,24.5,14,0,31.5,-18,-11,8,224.63,236.74,-66.77,-66.76,-67.68,-67.67,11.77,12.2
40,25.5,14,0,31.5,-18,-11,9,225.09,234.63,-65.04,-65.03,-65.83,-65.82,10.05,10.59
41,26.5,14,0,31.5,-18,-11,10,224.44,236.03,-65.05,-65.04,-65.83,-65.82,10.07,10.69
42,27.5,14,0,31.5,-18,-11,11,224.18,232.97,-63.28,-63.27,-63.96,-63.96,8.95,9.45
43,28.5,14,0,31.5,-18,-11,12,224.74,235.47,-63.29,-63.28,-63.97,-63.96,8.59,9.29
44,29.5,14,0,31.5,-18,-11,13,225.01,235.83,-61.5,-61.49,-62.11,-62.1,7.66,8.36
45,30.5,14,0,31.5,-18,-11,14,226.75,234.71,-61.5,-61.46,-62.11,-62.11,7.91,8.67
46,31.5,14,0,31.5,-18,-11,15,225.01,232.78,-59.6,-59.59,-60.17,-60.16,6.93,7.77
47,32.5,14,0,31.5,-18,-11,16,224.37,234.19,-59.61,-59.6,-60.17,-60.17,7.03,7.84
48,33.5,14,0,31.5,-18,-11,17,224.44,234.32,-57.7,-57.69,-58.23,-58.22,6.3,7.19
49,34.5,14,0,31.5,-18,-11,18,225.66,235.72,-57.71,-57.7,-58.23,-58.22,6.15,7.2
50,35.5,14,0,31.5,-18,-11,19,223.67,231.8,-55.78,-55.78,-56.27,-56.26,5.74,6.7
51,36.5,14,0,31.5,-18,-11,20,226.09,235.93,-55.79,-55.78,-56.27,-56.27,5.76,6.8
52,37.5,14,0,31.5,-18,-11,21,225.65,237.27,-53.77,-53.76,-54.24,-54.24,6.2,7.17
53,38.5,14,0,31.5,-18,-11,22,225.72,234.23,-53.77,-53.76,-54.24,-54.24,6.14,6.9
54,39.5,14,0,31.5,-18,-11,23,225.05,233.59,-51.74,-51.73,-52.19,-52.19,5.18,6.23
55,40.5,14,0,31.5,-18,-11,24,225.82,235.91,-51.74,-51.73,-52.19,-52.19,5.55,6.63
56,41.5,14,0,31.5,-18,-11,25,226.37,235.17,-49.74,-49.73,-50.17,-50.17,5.24,6.29
57,42.5,14,0,31.5,-18,-11,26,224.18,234.19,-49.74,-49.73,-50.17,-50.17,5,6.07
58,43.5,14,0,31.5,-18,-11,27,226.63,236.94,-47.66,-47.65,-48.08,-48.08,5.22,6.41
59,44.5,14,0,31.5,-18,-11,28,226.06,236.56,-47.66,-47.66,-48.08,-48.08,5.1,6.13
60,45.5,14,0,31.5,-18,-11,29,225.81,234.68,-45.63,-45.62,-46.04,-46.03,5.39,6.58
61,46.5,14,0,31.5,-18,-11,30,224.45,233.26,-45.62,-45.62,-46.04,-46.04,5.26,6.26
62,17.5,14,0,31.5,-18,-10,0,225.9,286.11,-71.8,-71.79,-73.59,-73.57,24.02,41.04
63,18.5,14,0,31.5,-18,-10,1,223.43,264.19,-71.81,-71.79,-73.59,-73.56,21.37,30.07
64,19.5,14,0,31.5,-18,-10,2,223.36,248.38,-71.8,-71.79,-73.58,-73.56,21.63,33.59
65,20.5,14,0,31.5,-18,-10,3,226.09,237.93,-70.11,-70.1,-71.48,-71.47,16.39,19.38
66,21.5,14,0,31.5,-18,-10,4,226.9,239.47,-70.11,-70.1,-71.48,-71.47,16.21,16.53
67,22.5,14,0,31.5,-18,-10,5,225.38,236.94,-68.44,-68.42,-69.53,-69.52,13.37,13.78
68,23.5,14,0,31.5,-18,-10,6,224.57,239.58,-68.44,-68.42,-69.53,-69.52,13.3,13.77
69,24.5,14,0,31.5,-18,-10,7,226.33,237.44,-66.82,-66.8,-67.72,-67.71,11.23,11.66
70,25.5,14,0,31.5,-18,-10,8,224.94,236.01,-66.81,-66.8,-67.72,-67.71,11.28,11.69
71,26.5,14,0,31.5,-18,-10,9,226.49,240.09,-65.08,-65.01,-65.87,-65.86,9.43,10.14
72,27.5,14,0,31.5,-18,-10,10,225.82,236.16,-65.09,-65.08,-65.87,-65.86,9.45,9.96
73,28.5,14,0,31.5,-18,-10,11,224.56,235.36,-63.33,-63.32,-64,-64,8.31,9.06
74,29.5,14,0,31.5,-18,-10,12,226.35,238.89,-63.33,-63.32,-64.01,-64,8.31,9.07
75,30.5,14,0,31.5,-18,-10,13,224.2,233.33,-61.55,-61.54,-62.15,-62.14,7.26,8.13
76,31.5,14,0,31.5,-18,-10,14,225.94,235.7,-61.56,-61.55,-62.15,-62.15,7.23,7.87
77,32.5,14,0,31.5,-18,-10,15,225.56,233.8,-59.65,-59.64,-60.2,-60.19,6.25,6.92
78,33.5,14,0,31.5,-18,-10,16,226.28,237.94,-59.66,-59.65,-60.2,-60.19,6.72,7.46
79,34.5,14,0,31.5,-18,-10,17,225.62,236.1,-57.76,-57.74,-58.26,-58.25,6.45,7.36
80,35.5,14,0,31.5,-18,-10,18,223.22,234.45,-57.75,-57.74,-58.26,-58.25,6.46,7.33
81,36.5,14,0,31.5,-18,-10,19,224.67,234.58,-55.82,-55.81,-56.3,-56.29,6.16,7.32
82,37.5,14,0,31.5,-18,-10,20,226.35,234.37,-55.82,-55.81,-56.3,-56.29,5.94,6.77
83,38.5,14,0,31.5,-18,-10,21,226.6,237.55,-53.8,-53.79,-54.27,-54.26,5.59,6.82
84,39.5,14,0,31.5,-18,-10,22,225.54,234.34,-53.8,-53.79,-54.27,-54.26,5.17,6.2
85,40.5,14,0,31.5,-18,-10,23,226.72,237.98,-51.77,-51.76,-52.22,-52.21,5.57,6.49
86,41.5,14,0,31.5,-18,-10,24,225.14,235.82,-51.77,-51.76,-52.22,-52.21,5.48,6.63
87,42.5,14,0,31.5,-18,-10,25,223.51,234.93,-49.76,-49.75,-50.19,-50.19,5.49,6.52
88,43.5,14,0,31.5,-18,-10,26,224.69,234.24,-49.76,-49.75,-50.19,-50.19,4.98,6.05
89,44.5,14,0,31.5,-18,-10,27,224.79,236.35,-47.68,-47.67,-48.1,-48.1,5.09,5.93
90,45.5,14,0,31.5,-18,-10,28,225.51,234.21,-47.68,-47.67,-48.1,-48.1,5.57,6.56
91,46.5,14,0,31.5,-18,-10,29,223.64,232.69,-45.64,-45.63,-46.06,-46.05,4.92,5.98
92,47.5,14,0,31.5,-18,-10,30,225.33,234,-45.64,-45.63,-46.06,-46.05,4.84,5.91
93,18.5,14,0,31.5,-18,-9,0,227.68,283.14,-71.82,-71.8,-73.6,-73.58,19.89,24.41
94,19.5,14,0,31.5,-18,-9,1,226.87,250.94,-71.82,-71.8,-73.61,-73.59,20.63,27.76
95,20.5,14,0,31.5,-18,-9,2,228.02,277.76,-71.82,-71.8,-73.6,-73.59,21.33,29.29
96,21.5,14,0,31.5,-18,-9,3,225.01,238.25,-70.13,-70.12,-71.5,-71.48,15.99,16.38
97,22.5,14,0,31.5,-18,-9,4,226.82,242.62,-70.13,-70.12,-71.5,-71.48,16.04,16.35
98,23.5,14,0,31.5,-18,-9,5,227.66,239.68,-68.46,-68.45,-69.55,-69.54,13.34,13.72
99,24.5,14,0,31.5,-18,-9,6,226.02,237.67,-68.45,-68.44,-69.55,-69.53,13.34,13.77
100,25.5,14,0,31.5,-18,-9,7,225.88,235.52,-66.82,-66.8,-67.74,-67.73,11.13,11.67
101,26.5,14,0,31.5,-18,-9,8,226.12,236.43,-66.82,-66.81,-67.74,-67.73,11.23,11.69
102,27.5,14,0,31.5,-18,-9,9,223.97,233.7,-65.1,-65.1,-65.89,-65.88,9.42,9.9
103,28.5,14,0,31.5,-18,-9,10,224.83,235.64,-65.1,-65.09,-65.88,-65.87,9.4,9.86
104,29.5,14,0,31.5,-18,-9,11,225.33,236.74,-63.34,-63.33,-64.02,-64.01,8.19,9.04
105,30.5,14,0,31.5,-18,-9,12,227.28,238.24,-63.34,-63.32,-64.01,-64.01,8.15,8.7
106,31.5,14,0,31.5,-18,-9,13,223.39,232.87,-61.56,-61.55,-62.16,-62.15,7.26,8.02
107,32.5,14,0,31.5,-18,-9,14,225.96,235.57,-61.55,-61.54,-62.16,-62.15,7.25,7.96
108,33.5,14,0,31.5,-18,-9,15,225.58,237.18,-59.66,-59.65,-60.21,-60.2,6.62,7.34
109,34.5,14,0,31.5,-18,-9,16,225.95,239.12,-59.65,-59.65,-60.21,-60.21,6.98,7.72
110,35.5,14,0,31.5,-18,-9,17,226.73,238.94,-57.75,-57.74,-58.26,-58.26,6.7,7.59
111,36.5,14,0,31.5,-18,-9,18,226.19,236.32,-57.75,-57.74,-58.27,-58.26,6.95,7.68
112,37.5,14,0,31.5,-18,-9,19,225.14,235.63,-55.82,-55.81,-56.31,-56.3,6.44,7.1
113,38.5,14,0,31.5,-18,-9,20,225.75,235.46,-55.82,-55.81,-56.31,-56.3,6.52,7.32
114,39.5,14,0,31.5,-18,-9,21,225.11,233.79,-53.81,-53.8,-54.28,-54.27,5.16,6.09
115,40.5,14,0,31.5,-18,-9,22,224.21,233.03,-53.81,-53.8,-54.28,-54.27,5.44,6.35
116,41.5,14,0,31.5,-18,-9,23,225.16,235.7,-51.77,-51.76,-52.23,-52.22,5.14,6.2
117,42.5,14,0,31.5,-18,-9,24,226.9,235.2,-51.77,-51.76,-52.23,-52.22,5.07,5.77
118,43.5,14,0,31.5,-18,-9,25,225.98,236.9,-49.76,-49.75,-50.2,-50.2,5.29,6.28
119,44.5,14,0,31.5,-18,-9,26,225.13,234.96,-49.76,-49.75,-50.2,-50.2,4.94,5.59
120,45.5,14,0,31.5,-18,-9,27,226.25,238.05,-47.69,-47.67,-48.11,-48.11,4.63,5.3
121,46.5,14,0,31.5,-18,-9,28,225.94,234.4,-47.68,-47.67,-48.11,-48.1,4.82,5.75
122,47.5,14,0,31.5,-18,-9,29,226.02,238.77,-45.65,-45.64,-46.06,-46.06,4.92,6.04
123,48.5,14,0,31.5,-18,-9,30,227.45,240.08,-45.65,-45.64,-46.06,-46.06,4.81,5.61
124,19.5,14,0,31.5,-18,-8,0,226.05,240.8,-68.85,-68.84,-69.7,-69.68,13.39,13.83
125,20.5,14,0,31.5,-18,-8,1,225.4,237.48,-68.85,-68.84,-69.7,-69.68,13.67,14.16
126,21.5,14,0,31.5,-18,-8,2,223.43,236.16,-68.86,-68.84,-69.7,-69.68,13.54,13.95
127,22.5,14,0,31.5,-18,-8,3,226.69,239.3,-66.91,-66.9,-67.55,-67.54,11.11,11.67
128,23.5,14,0,31.5,-18,-8,4,226.62,240.04,-66.91,-66.91,-67.55,-67.54,11.03,11.45
129,24.5,14,0,31.5,-18,-8,5,227.47,243.03,-65.07,-65.06,-65.57,-65.57,9.31,9.98
130,25.5,14,0,31.5,-18,-8,6,225.58,237.88,-65.07,-65.06,-65.58,-65.57,9.11,9.59
131,26.5,14,0,31.5,-18,-8,7,226.18,238.56,-63.33,-63.32,-63.75,-63.74,7.67,8.04
132,27.5,14,0,31.5,-18,-8,8,226.91,236.56,-63.33,-63.33,-63.75,-63.75,7.92,8.39
133,28.5,14,0,31.5,-18,-8,9,225.04,236.33,-61.53,-61.52,-61.89,-61.89,6.91,7.46
134,29.5,14,0,31.5,-18,-8,10,225.75,235.14,-61.53,-61.52,-61.89,-61.88,6.8,7.4
135,30.5,14,0,31.5,-18,-8,11,224.92,236.46,-59.7,-59.69,-60.01,-60.01,6.13,6.86
136,31.5,14,0,31.5,-18,-8,12,225.21,234.51,-59.7,-59.69,-60.01,-60.01,6.24,7
137,32.5,14,0,31.5,-18,-8,13,227.35,236.8,-57.87,-57.86,-58.15,-58.15,5.54,5.92
138,33.5,14,0,31.5,-18,-8,14,224.44,235.29,-57.87,-57.86,-58.15,-58.15,5.65,6.27
139,34.5,14,0,31.5,-18,-8,15,224.34,231.85,-55.94,-55.93,-56.2,-56.19,5.31,5.86
140,35.5,14,0,31.5,-18,-8,16,225.01,234.62,-55.94,-55.94,-56.2,-56.19,5.14,5.8
141,36.5,14,0,31.5,-18,-8,17,224.69,236.3,-54.01,-54,-54.25,-54.25,4.87,5.52
142,37.5,14,0,31.5,-18,-8,18,225.97,234.26,-54.01,-54,-54.25,-54.25,4.91,5.65
143,38.5,14,0,31.5,-18,-8,19,224.2,237.74,-52.06,-52.05,-52.29,-52.29,4.74,5.49
144,39.5,14,0,31.5,-18,-8,20,224.89,234.44,-52.06,-52.05,-52.3,-52.29,4.7,5.26
145,40.5,14,0,31.5,-18,-8,21,227.47,239.06,-50.04,-50.03,-50.26,-50.26,4.64,5.37
146,41.5,14,0,31.5,-18,-8,22,225.36,234.43,-50.04,-50.03,-50.26,-50.26,4.79,5.63
147,42.5,14,0,31.5,-18,-8,23,224.05,237.12,-47.99,-47.99,-48.21,-48.21,4.46,4.98
148,43.5,14,0,31.5,-18,-8,24,226.19,234.98,-48,-47.99,-48.21,-48.21,4.71,5.37
149,44.5,14,0,31.5,-18,-8,25,225.89,234.23,-45.98,-45.97,-46.19,-46.18,4.89,6.21
150,45.5,14,0,31.5,-18,-8,26,225.69,237.02,-45.97,-45.97,-46.19,-46.18,5.18,6.26
151,46.5,14,0,31.5,-18,-8,27,227.08,238.36,-43.89,-43.88,-44.1,-44.09,4.68,5.71
152,47.5,14,0,31.5,-18,-8,28,227.05,235.04,-43.89,-43.89,-44.1,-44.09,4.82,5.99
153,48.5,14,0,31.5,-18,-8,29,226.13,236.93,-41.85,-41.84,-42.05,-42.05,4.79,5.82
154,49.5,14,0,31.5,-18,-8,30,225.59,233.52,-41.85,-41.85,-42.05,-42.05,4.57,5.43
155,20.5,14,0,31.5,-18,-7,0,225.71,239.21,-68.85,-68.84,-69.7,-69.69,13.28,13.6
156,21.5,14,0,31.5,-18,-7,1,225.91,235.52,-68.85,-68.84,-69.7,-69.69,13.31,13.58
157,22.5,14,0,31.5,-18,-7,2,227.12,238.57,-68.85,-68.84,-69.7,-69.69,13.21,13.38
158,23.5,14,0,31.5,-18,-7,3,226.3,238.26,-66.91,-66.9,-67.56,-67.55,11.07,11.48
159,24.5,14,0,31.5,-18,-7,4,225.26,237.3,-66.91,-66.9,-67.56,-67.55,11.01,11.5
160,25.5,14,0,31.5,-18,-7,5,225.45,234.72,-65.07,-65.06,-65.58,-65.57,9.07,9.48
161,26.5,14,0,31.5,-18,-7,6,226.16,235.47,-65.07,-65.06,-65.58,-65.57,9.18,9.99
162,27.5,14,0,31.5,-18,-7,7,225.75,236.29,-63.32,-63.32,-63.76,-63.75,7.72,8.1
163,28.5,14,0,31.5,-18,-7,8,227.63,238.1,-63.33,-63.32,-63.76,-63.75,7.74,8.2
164,29.5,14,0,31.5,-18,-7,9,226.61,234.58,-61.53,-61.52,-61.89,-61.89,6.86,7.49
165,30.5,14,0,31.5,-18,-7,10,225.33,233.62,-61.53,-61.52,-61.89,-61.89,6.76,7.14
166,31.5,14,0,31.5,-18,-7,11,226.5,234.84,-59.69,-59.69,-60.02,-60.01,6.15,6.9
167,32.5,14,0,31.5,-18,-7,12,224.29,234.87,-59.69,-59.69,-60.02,-60.01,6.29,6.82
168,33.5,14,0,31.5,-18,-7,13,226.06,235.84,-57.87,-57.86,-58.16,-58.15,6.15,7.01
169,34.5,14,0,31.5,-18,-7,14,226.14,235.52,-57.87,-57.86,-58.16,-58.16,6.24,7.38
170,35.5,14,0,31.5,-18,-7,15,225.09,234.86,-55.94,-55.93,-56.2,-56.2,5.79,6.78
171,36.5,14,0,31.5,-18,-7,16,225.8,235.29,-55.94,-55.93,-56.2,-56.2,5.52,6.71
172,37.5,14,0,31.5,-18,-7,17,225.07,234.58,-54,-54,-54.25,-54.25,5.53,6.37
173,38.5,14,0,31.5,-18,-7,18,226.35,235.04,-54.01,-54,-54.26,-54.25,5.26,6.3
174,39.5,14,0,31.5,-18,-7,19,227.98,235.96,-52.06,-52.05,-52.3,-52.29,5.17,6.07
175,40.5,14,0,31.5,-18,-7,20,227.06,234.45,-52.05,-52.05,-52.29,-52.29,5.14,6.22
176,41.5,14,0,31.5,-18,-7,21,227.02,235.95,-50.03,-50.03,-50.26,-50.26,4.92,5.86
177,42.5,14,0,31.5,-18,-7,22,226.19,233.93,-50.03,-50.03,-50.26,-50.26,5.02,6.06
178,43.5,14,0,31.5,-18,-7,23,225.06,236.57,-47.99,-47.99,-48.21,-48.2,4.78,5.86
179,44.5,14,0,31.5,-18,-7,24,226.82,235.58,-47.99,-47.99,-48.21,-48.21,4.75,5.7
180,45.5,14,0,31.5,-18,-7,25,224.62,235.9,-45.97,-45.97,-46.19,-46.18,5.48,6.49
181,46.5,14,0,31.5,-18,-7,26,226.61,238.76,-45.97,-45.96,-46.18,-46.18,5.67,6.59
182,47.5,14,0,31.5,-18,-7,27,224.54,233.27,-43.88,-43.88,-44.09,-44.09,5.48,6.59
183,48.5,14,0,31.5,-18,-7,28,224.61,234.62,-43.88,-43.88,-44.09,-44.09,5.27,6.49
184,49.5,14,0,31.5,-18,-7,29,225.66,233.33,-41.84,-41.84,-42.05,-42.05,5.2,6.34
185,50.5,14,0,31.5,-18,-7,30,226.37,236.92,-41.84,-41.84,-42.05,-42.05,4.59,5.37
186,21.5,14,0,31.5,-18,-6,0,225.75,238.42,-68.85,-68.84,-69.7,-69.69,13.41,13.81
187,22.5,14,0,31.5,-18,-6,1,227.45,238.45,-68.84,-68.83,-69.7,-69.68,13.5,13.98
188,23.5,14,0,31.5,-18,-6,2,226.62,241.68,-68.84,-68.83,-69.69,-69.68,13.43,13.8
189,24.5,14,0,31.5,-18,-6,3,223.81,236.79,-66.9,-66.89,-67.55,-67.54,10.91,11.54
190,25.5,14,0,31.5,-18,-6,4,224.61,236.8,-66.91,-66.9,-67.55,-67.54,10.99,11.5
191,26.5,14,0,31.5,-18,-6,5,225.06,234.98,-65.07,-65.03,-65.58,-65.57,9.36,9.92
192,27.5,14,0,31.5,-18,-6,6,225,235.53,-65.06,-65.05,-65.58,-65.57,9.3,9.86
193,28.5,14,0,31.5,-18,-6,7,226.25,239.38,-63.32,-63.32,-63.75,-63.74,8.18,8.9
194,29.5,14,0,31.5,-18,-6,8,224.3,232.66,-63.33,-63.32,-63.75,-63.75,8.02,8.61
195,30.5,14,0,31.5,-18,-6,9,226.51,237.07,-61.53,-61.52,-61.89,-61.88,7.16,8.01
196,31.5,14,0,31.5,-18,-6,10,225.04,234.28,-61.52,-61.51,-61.89,-61.88,7.11,7.79
197,32.5,14,0,31.5,-18,-6,11,226.47,235.68,-59.7,-59.69,-60.02,-60.01,6.4,7.38
198,33.5,14,0,31.5,-18,-6,12,226.2,234.01,-59.7,-59.69,-60.01,-60.01,5.82,6.06
199,34.5,14,0,31.5,-18,-6,13,227.34,238.3,-57.87,-57.87,-58.16,-58.15,5.25,5.47
200,35.5,14,0,31.5,-18,-6,14,226.99,236.16,-57.87,-57.86,-58.15,-58.15,5.24,5.44
201,36.5,14,0,31.5,-18,-6,15,227.31,235.77,-55.93,-55.93,-56.2,-56.19,4.88,5.15
202,37.5,14,0,31.5,-18,-6,16,225.31,238.71,-55.93,-55.92,-56.2,-56.2,4.87,5.16
203,38.5,14,0,31.5,-18,-6,17,225.29,233.98,-54,-54,-54.25,-54.25,4.62,4.84
204,39.5,14,0,31.5,-18,-6,18,225.31,235.2,-54,-53.99,-54.25,-54.25,4.57,4.77
205,40.5,14,0,31.5,-18,-6,19,224.88,233.43,-52.05,-52.05,-52.29,-52.29,4.47,4.75
206,41.5,14,0,31.5,-18,-6,20,226.88,238.49,-52.06,-52.05,-52.29,-52.28,4.4,4.64
207,42.5,14,0,31.5,-18,-6,21,225.16,234.48,-50.03,-50.03,-50.26,-50.25,4.31,4.54
208,43.5,14,0,31.5,-18,-6,22,226.41,236.33,-50.03,-50.02,-50.26,-50.25,4.29,4.51
209,44.5,14,0,31.5,-18,-6,23,225.5,232.98,-47.98,-47.98,-48.2,-48.2,4.24,4.55
210,45.5,14,0,31.5,-18,-6,24,225.44,233.87,-47.99,-47.99,-48.21,-48.2,4.21,4.48
211,46.5,14,0,31.5,-18,-6,25,226.55,236.49,-45.97,-45.96,-46.18,-46.18,4.22,4.55
212,47.5,14,0,31.5,-18,-6,26,225.59,236.19,-45.97,-45.96,-46.18,-46.18,4.19,4.45
213,48.5,14,0,31.5,-18,-6,27,226.94,236.73,-43.89,-43.88,-44.1,-44.09,4.11,4.36
214,49.5,14,0,31.5,-18,-6,28,225.94,234.15,-43.88,-43.88,-44.09,-44.09,4.15,4.42
215,50.5,14,0,31.5,-18,-6,29,225.85,236.13,-41.84,-41.83,-42.05,-42.04,4.17,4.42
216,51.5,14,0,31.5,-18,-6,30,225.91,235.13,-41.84,-41.83,-42.04,-42.04,4.14,4.47
217,22.5,14,0,31.5,-18,-5,0,226.21,237.82,-66.96,-66.95,-67.58,-67.57,10.72,10.96
218,23.5,14,0,31.5,-18,-5,1,225.49,235.96,-66.96,-66.95,-67.58,-67.57,10.67,10.83
219,24.5,14,0,31.5,-18,-5,2,225.03,233.94,-66.97,-66.96,-67.58,-67.57,10.69,10.88
220,25.5,14,0,31.5,-18,-5,3,225.69,237.66,-64.95,-64.94,-65.43,-65.42,8.7,8.89
221,26.5,14,0,31.5,-18,-5,4,225.91,236.61,-64.95,-64.94,-65.43,-65.42,8.73,8.92
222,27.5,14,0,31.5,-18,-5,5,226.48,237.39,-63.05,-63.04,-63.44,-63.43,7.33,7.46
223,28.5,14,0,31.5,-18,-5,6,224.71,233.97,-63.05,-63.04,-63.44,-63.44,7.35,7.49
224,29.5,14,0,31.5,-18,-5,7,224.81,235.76,-61.28,-61.27,-61.62,-61.61,6.42,6.65
225,30.5,14,0,31.5,-18,-5,8,226.82,237.81,-61.28,-61.28,-61.62,-61.61,6.45,6.7
226,31.5,14,0,31.5,-18,-5,9,225.5,235.95,-59.46,-59.45,-59.75,-59.74,5.74,5.98
227,32.5,14,0,31.5,-18,-5,10,226.26,234.44,-59.45,-59.45,-59.75,-59.74,5.75,5.98
228,33.5,14,0,31.5,-18,-5,11,226.73,233.95,-57.6,-57.59,-57.87,-57.87,5.2,5.42
229,34.5,14,0,31.5,-18,-5,12,226.42,237.12,-57.61,-57.59,-57.87,-57.87,5.22,5.43
230,35.5,14,0,31.5,-18,-5,13,224.96,236.79,-55.77,-55.76,-56.01,-56.01,5.11,5.79
231,36.5,14,0,31.5,-18,-5,14,225.58,236.17,-55.77,-55.76,-56.01,-56.01,5.18,5.77
232,37.5,14,0,31.5,-18,-5,15,226.04,237.11,-53.82,-53.82,-54.06,-54.06,4.76,5.32
233,38.5,14,0,31.5,-18,-5,16,225.28,235.08,-53.82,-53.82,-54.06,-54.05,4.99,6.15
234,39.5,14,0,31.5,-18,-5,17,224.84,235.2,-51.89,-51.88,-52.11,-52.11,4.73,5.58
235,40.5,14,0,31.5,-18,-5,18,227.28,238.12,-51.88,-51.88,-52.11,-52.1,5.38,6.16
236,41.5,14,0,31.5,-18,-5,19,225.21,233.62,-49.93,-49.93,-50.15,-50.14,4.98,6.1
237,42.5,14,0,31.5,-18,-5,20,226.28,236.04,-49.94,-49.93,-50.15,-50.14,4.92,5.92
238,43.5,14,0,31.5,-18,-5,21,227.89,237.36,-47.91,-47.9,-48.12,-48.11,4.75,5.67
